(April 29 2015, Decided at_time, June 29 2015)
(It, compared, egregiousness of conduct of 9 defendants sentenced to death with egregiousness of conduct in remaining 196 cases)
(It, compared, egregiousness of conduct of 9 defendants sentenced to death with egregiousness of conduct of defendants in 196 cases)
(It, compared, egregiousness of conduct of 9 defendants sentenced to death)
(death, is with, egregiousness of conduct of defendants in remaining 196 cases)
(It, compared, egregiousness of conduct of 9 defendants sentenced to death with egregiousness of conduct)
(It, compared, egregiousness of conduct of 9 defendants sentenced to death with egregiousness of conduct of defendants in remaining 196 cases)
(conduct, is in, remaining 196 cases)
(Application, made, clear)
(remaining eight, were, not)
(studies, have concluded for, example)
(Numerous studies, have concluded for, example)
(individuals, receive, death penalty)
(individuals, are, more likely)
(individuals, are, likely)
(race, influences, finding remarkably consistent)
(race, influences, finding consistent)
(death sentence, race of, victim)
(race, influences, capital murder charge)
(race, influences, finding)
(race, influences, finding remarkably consistent across data sets)
(race, influences, death sentence)
(race, influences, finding consistent across data sets)
(GAO, Report to, Senate)
(gender, makes, not-otherwise-warranted difference)
(difference, gender of, defendant)
(not-otherwise-warranted difference, gender of, defendant)
(gender, makes, difference)
(Geography, also plays, important role)
(Geography, plays, role)
(Geography, also plays role, determining)
(Geography, plays role, determining)
(Geography, also plays, role)
(Geography, plays, important role)
(defendant, is, tried)
(673, at Donohue is, supra)
(crime, occurred in, Waterbury)
(death-eligible defendant, is in, Connecticut)
(crime, occurred in, County)
(its, Ramifications, 92 B. U. L. Rev. 227 231-232)
(Smith, Geography of, Death Penalty)
(counties, is in, country)
(counties, is in, country)
(Death Cases, Minority of, Counties)
(Minority, Produce, Death Cases)
(Minority, Produce Death Cases At, Enormous Costs)
(Minority, Produce Death Cases to, Oct. 2013)
(Most Death Cases, Minority of, Counties)
(Minority, Produce, Most Death Cases)
(disparity, reflects, authority)
(discretion, ultimately power of, local prosecutor)
(disparity, reflects, decisionmaking authority)
(disparity, power of, prosecutor)
(legal discretion, ultimately power of, prosecutor)
(discretion, power of, local prosecutor)
(disparity, reflects, ultimately power of local prosecutor)
(disparity, reflects, ultimately power)
(disparity, reflects, power of local prosecutor)
(disparity, reflects, power)
(discretion, ultimately power of, prosecutor)
(legal discretion, power of, local prosecutor)
(disparity, ultimately power of, local prosecutor)
(disparity, reflects, discretion)
(legal discretion, ultimately power of, local prosecutor)
(disparity, power of, local prosecutor)
(disparity, reflects, ultimately power of prosecutor)
(disparity, ultimately power of, prosecutor)
(disparity, reflects, legal discretion)
(discretion, power of, prosecutor)
(disparity, reflects, power of prosecutor)
(legal discretion, power of, prosecutor)
(Empirical Study, is in, Death-Eligible Cases)
(Prosecutorial Decision-Making, of Study is, 51 Ariz.)
(Marceau, Eligibility in, Colorado)
(Death Eligibility, is in, Colorado)
(681, at Donohue is, Empirical Evaluation of Connecticut Death Penalty System)
(Donohue, Evaluation of, Connecticut Death Penalty System)
(1260-1261, at Shatz is, supra)
(counties, have, weaker defense programs)
(counties, have, defense programs)
(counties, is with, higher death-sentencing rates)
(counties, have, public defense programs)
(Majority, has, Burden)
(counties, have, weaker public defense programs)
(Liebman, Burden 's, Majority)
(composition, plays, important role)
(composition, of within, county)
(composition, plays, role)
(racial composition, plays, role)
(racial composition, plays, important role)
(racial composition, of within, county)
(counties, is with, highest nonwhite population)
(Implicit Racial Bias, of Study is, 89 N. Y. U. L. Rev. 513 533-536 2014)
(Cohen, Geography of, Federal Death Penalty)
(Empirical Study, is in, Six Death Penalty States)
(death penalty, is, sought)
(jury, will, will drawn)
(federal death penalty, is, sought)
(political pressures, make, difference)
(pressures, make, difference)
(elected state judges, reverse verdicts than, than larger communities)
(state judges, are less likely at, 247)
(state judges, reverse verdicts than, than communities)
(elected state judges, are less likely at, 247)
(elected state judges, are likely at, 247)
(elected state judges, reverse, flawed verdicts in capital cases in towns)
(Alabama, judges, jury recommendations)
(state judges, reverse, flawed verdicts in capital cases in towns)
(state judges, reverse, verdicts)
(elected state judges, reverse, verdicts)
(state judges, are likely at, 247)
(state judges, are, less likely)
(elected state judges, reverse, flawed verdicts)
(flawed verdicts, is in, capital cases)
(elected state judges, are, less likely)
(state judges, reverse, flawed verdicts in capital cases)
(elected state judges, reverse verdicts than, than communities)
(state judges, reverse verdicts than, than larger communities)
(Alabama, judges, reverse jury recommendations)
(state judges, are, likely)
(elected state judges, reverse, verdicts in capital cases in small towns)
(elected state judges, are, likely)
(elected state judges, reverse, flawed verdicts in capital cases in small towns)
(state judges, reverse, flawed verdicts in capital cases in small towns)
(elected state judges, reverse, flawed verdicts in capital cases)
(state judges, reverse, verdicts in capital cases)
(elected state judges, reverse, verdicts in capital cases)
(elected state judges, reverse, verdicts in capital cases in towns)
(state judges, reverse, flawed verdicts)
(state judges, reverse, verdicts in capital cases in small towns)
(state judges, reverse, verdicts in capital cases in towns)
(capital cases, is in, small towns)
(JUSTICE THOMAS, catalogues, tragic details)
(this, misses, my point)
(JUSTICE THOMAS, catalogues details at, 6-10)
(JUSTICE THOMAS, catalogues, tragic details of various capital cases)
(JUSTICE THOMAS, catalogues, tragic details of capital cases)
(JUSTICE THOMAS, catalogues, details of capital cases)
(JUSTICE THOMAS, catalogues, details of various capital cases)
(JUSTICE THOMAS, catalogues, details)
(we, return to, death penalty)
(constitutionality, rests on, its limited application to worst of worst supra)
(we, return to, mandatory death penalty)
(constitutionality, rests on, its application)
(constitutionality, rests at, 9-10)
(murder, is, tragic)
(constitutionality, rests, we return)
(constitutionality, rests on, its application to worst of supra)
(constitutionality, rests on, its application to worst)
(constitutionality, rests on, its limited application to worst)
(constitutionality, rests, we return to death penalty)
(constitutionality, rests on, its application to worst of worst supra)
(constitutionality, rests on, its limited application)
(constitutionality, rests on, its limited application to worst of supra)
(constitutionality, rests, we return to mandatory death penalty)
(it, interpret, Eighth Amendment)
(n. 50, opinion of, Stewart)
(Appointment, is in, Death Penalty Cases)
(Appointment, for Guidelines is, Guideline 9.1)
(ompensation, remains, inadequate)
(ompensation, remains, notoriously inadequate)
(biases, see, Collins)
(biases, see, Callins)
(racial biases, see, Collins)
(racial biases, see, 510 U. S. 1141)
(biases, see, 510 U. S. 1141)
(jury, has, evaluation of mitigating evidence)
(racial biases, see, Callins)
(defendant 's mitigation evidence, entitles, him)
(defendant, has, mitigation evidence)
(jury, has, task make)
(304-305, at Woodson is, 428 U. S.)
(U. S. 37, seems, unlikely)
(465 U. S. 37, Finally seems, unlikely)
(U. S. 37, Finally seems, unlikely)
(465 U. S. 37, seems, unlikely)
(Claims, is with, Lessons from Washington State)
(States, repealed, their statutes)
(many States, repealed, their statutes)
(studies, bear out, my view)
(studies, bear out, my own view)
(studies, bear out, my own view reached)
(studies, bear out, my view reached)
(433, at Godfrey is, 446 U. S.)
(644 S. E., 2d, 2007)
(S. E., 2d, 2007)
(Charbonneau, Sentenced in, Prison)
(Charbonneau, Sentenced to, Life)
(O. T. 2006, is with, Charbonneau for 2001 Murder)
(Charbonneau, with T. is, No. 07-6156)
(2001 Murder, for Charbonneau is, Andre Edwards Sentenced to Life in Prison)
(Andre Edwards Sentenced, is in, Prison)
(2001 Murder, online at, http://www.wral)
(Shea, with T. is, No. 08-6172)
(O. T. 2008, is with, Shea)
(his wife, killed, son)
(his wife, killed, his daughter)
(his wife, killed, his 6-year-old daughter)
(his wife, killed, 3-year-old son)
(Capital Punishment, is in, Connecticut 1973-2007)
(Donohue, Punishment in, Connecticut 1973-2007)
(sentences, were, In instance imposed in State)
(sentences, were, In instance imposed in same State at about time)
(sentences, were, In instance imposed at about same time)
(sentences, were, In instance imposed in State at same time)
(sentences, were, In instance imposed in State at about same time)
(sentences, were imposed In, instance)
(sentences, were, In instance imposed in same State)
(sentences, were, In instance imposed at about time)
(sentences, were, In instance imposed in State at about time)
(sentences, were, In instance imposed in State at time)
(sentences, were, In instance imposed in same State at time)
(sentences, were, In instance imposed in same State at about same time)
(sentences, were, In instance imposed at same time)
(sentences, were, In instance imposed in same State at same time)
(sentences, were, In instance imposed at time)
(Justice Stewart, raised over, course of several decades)
(Justice Powell, raised over, course of decades)
(Justice Stewart, raised over, course)
(implementation, imposition of, death penalty)
(others, raised over, course of decades)
(others, raised over, course of several decades)
(implementation, seems, capricious)
(Justice Powell, raised over, course)
(others, raised over, course)
(Justice Stewart, raised over, course of decades)
(imposition, seems, capricious)
(Justice Powell, raised over, course of several decades)
(sentence, is equivalent, struck by lightning)
(defendant, From, perspective)
(sentence, is equivalent, struck)
(we, can reconcile, death penalty)
(Constitution, has, own demands)
