from	 criminal_triples/case_11.txt	 Petitioner Jae Lee	 moved from	 South Korea 	 Petitioner Jae Lee moved to the United States from South Korea with his parents when he was 13
petition	 criminal_triples/case_12.txt	 Madison	 has	 petition 	 The trial court denied Madison's petition
decisions	 criminal_triples/case_12.txt	 Court	 under	 decisions in Ford 	 It held that, under this Court's decisions in Ford v. Wainwright, 477 U. S. 399 (1986), and Panetti v. Quarterman, 551 U. S. 930 (2007), Madison was entitled to relief if he could show that he "suffers from a mental illness which deprives [him] of the mental capacity to rationally understand that he is being executed as a punishment for a crime.
executed	 criminal_triples/case_12.txt	 he	 going	 executed 	 Specifically, it found that Madison understands "that he is going to be executed because of the murder he committed[,] . . . that the State is seeking retribution[,] and that he will die when he is executed.
when	 criminal_triples/case_12.txt	 he	 is	 when executed 	 Specifically, it found that Madison understands "that he is going to be executed because of the murder he committed[,] . . . that the State is seeking retribution[,] and that he will die when he is executed.
writ	 criminal_triples/case_12.txt	 Madison	 filed petition for	 writ of habeas corpus in Federal District Court 	 Madison then filed a petition for a writ of habeas corpus in Federal District Court
corpus	 criminal_triples/case_12.txt	 Madison	 filed petition for	 writ of habeas corpus in Federal District Court 	 Madison then filed a petition for a writ of habeas corpus in Federal District Court
state	 criminal_triples/case_12.txt	 state trial court 's adjudication	 involved	 unreasonable application 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
adjudication	 criminal_triples/case_12.txt	 state trial court 's adjudication	 involved	 unreasonable application 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
involved	 criminal_triples/case_12.txt	 state trial court 's adjudication	 involved	 unreasonable application 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
application	 criminal_triples/case_12.txt	 state trial court 's adjudication	 involved	 unreasonable application 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
determination	 criminal_triples/case_12.txt	 Madison	 was based on	 unreasonable determination of facts in light 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
facts	 criminal_triples/case_12.txt	 Madison	 was based on	 unreasonable determination of facts in light 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
light	 criminal_triples/case_12.txt	 Madison	 was based on	 unreasonable determination of facts in light 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
presented	 criminal_triples/case_12.txt	 Madison	 was based on	 unreasonable determination in light of evidence presented in state court 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
determined	 criminal_triples/case_12.txt	 state trial court 's adjudication	 involved application	 determined by Court else 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
else	 criminal_triples/case_12.txt	 state trial court 's adjudication	 involved application	 determined by Court else 	 As a state prisoner, Madison is entitled to federal habeas relief under the Antiterrorism and Effective Death Penalty Act of 1996 (AEDPA) only if the state trial court's adjudication of his incompetence claim "was contrary to, or involved an unreasonable application of, clearly established Federal law, as determined by" this Court, or else was "based on an unreasonable determination of the facts in light of the evidence presented" in state court
